"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","elev","presence"
"3533",14,8,0,611,28,2,26,15,214,0
"3534",14,10,0,626,30,2,28,17,649,0
"3535",18,11,0,658,35,5,30,14,279,0
"3536",15,11,0,689,32,1,31,7,864,0
"3537",13,12,0,674,29,-1,30,13,652,0
"3538",17,12,0,698,34,3,32,10,433,0
"3539",11,11,0,642,28,-1,29,7,1056,0
"3540",12,8,0,565,25,2,24,6,337,0
"3541",16,11,0,735,33,1,32,11,590,0
"3542",11,10,0,622,26,-1,28,13,1218,0
"3543",17,11,0,700,34,2,32,10,430,0
"3544",8,9,0,572,21,-4,24,7,1165,0
"3545",12,11,0,635,29,0,29,14,957,0
"3546",12,10,0,611,27,0,28,8,787,0
"3547",16,11,0,637,32,3,30,16,595,0
"3548",5,9,0,615,18,-7,26,7,1797,0
"3549",15,11,0,649,31,1,30,11,814,0
"3550",15,11,0,706,32,1,32,16,251,0
"3551",13,12,0,641,29,-1,30,7,1023,0
"3552",15,11,0,624,31,2,29,11,599,0
"3553",18,12,0,692,35,3,32,14,264,0
"3554",14,11,0,693,31,0,30,9,798,0
"3555",14,9,0,538,26,3,24,10,132,0
"3556",15,10,0,581,29,2,27,16,842,0
"3557",15,11,0,656,31,1,30,17,547,0
"3558",12,8,0,552,25,1,24,6,454,0
"3559",16,8,0,563,29,5,24,17,76,0
"3560",15,11,0,689,32,1,31,10,738,0
"3561",16,8,0,561,28,5,23,17,87,0
"3562",15,10,0,619,30,3,28,17,545,0
"3563",18,11,0,695,35,4,31,14,345,0
"3564",13,9,0,537,25,2,24,13,210,0
"3565",16,11,0,698,33,1,31,16,231,0
"3566",16,11,0,691,33,2,31,19,144,0
"3567",13,11,0,644,29,0,29,15,908,0
"3568",15,10,0,626,31,3,29,16,673,0
"3569",14,9,0,650,28,1,27,14,192,0
"3570",17,11,0,622,33,4,29,13,442,0
"3571",15,11,0,726,33,1,32,11,684,0
"3572",17,10,0,628,33,4,29,13,440,0
"3573",13,10,0,662,29,0,29,14,294,0
"3574",13,9,0,573,26,2,24,15,289,0
"3575",3,9,0,602,16,-9,25,5,2064,0
"3576",16,10,0,563,29,3,26,16,705,0
"3577",0,10,0,657,14,-14,28,-3,2289,0
"3578",12,11,0,631,28,-1,29,14,1097,0
"3579",16,12,0,700,33,1,32,16,251,0
"3580",12,8,0,541,24,0,23,6,597,0
"3581",13,10,0,588,27,1,26,16,454,0
"3582",9,11,0,618,24,-4,28,5,1270,0
"3583",16,11,0,636,32,3,29,17,615,0
"3584",18,9,0,542,31,6,24,16,278,0
"3585",15,11,0,697,31,0,31,15,368,0
"3586",13,9,0,556,26,2,24,13,175,0
"3587",15,8,0,571,27,3,24,13,70,0
"3588",17,8,0,492,29,6,23,12,324,0
"3589",12,11,0,642,29,0,29,14,945,0
"3590",14,12,0,696,31,0,31,14,435,0
"3591",14,10,0,609,28,1,27,15,376,0
"3592",14,11,0,689,31,0,30,7,962,0
"3593",15,11,0,656,32,2,30,11,690,0
"3594",17,11,0,591,31,3,28,18,381,0
"3595",14,10,0,553,27,2,25,15,679,0
"3596",15,11,0,647,31,2,29,17,382,0
"3597",1,9,0,618,15,-11,26,3,2328,0
"3598",14,11,0,660,31,1,30,10,896,0
"3599",13,11,0,592,28,0,28,9,1000,0
"3600",18,11,0,707,35,3,32,13,424,0
"3601",12,10,0,630,26,-2,28,12,672,0
"3602",10,9,0,576,24,-2,25,10,1380,0
"3603",17,12,0,697,34,3,32,10,454,0
"3604",13,8,0,531,24,2,23,7,355,0
"3605",15,11,0,727,33,1,31,10,702,0
"3606",11,11,0,662,28,-2,29,13,1240,0
"3607",14,11,0,655,31,1,30,10,855,0
"3608",12,11,0,680,29,-1,30,8,1084,0
"3609",13,8,0,568,27,2,24,16,187,0
"3610",14,12,0,695,31,-1,32,14,500,0
"3611",13,8,0,554,25,2,24,12,331,0
"3612",14,11,0,690,31,1,30,9,806,0
"3613",13,10,0,660,28,-1,28,9,703,0
"3614",15,11,0,712,32,1,31,10,701,0
"3615",17,11,0,625,33,4,29,18,432,0
"3616",16,6,0,535,28,6,21,18,396,0
"3617",11,11,0,656,28,-1,29,14,1126,0
"3618",15,11,0,684,31,1,30,15,373,0
"3619",15,5,0,539,26,5,20,13,167,0
"3620",14,10,0,616,30,2,28,16,628,0
"3621",16,11,0,639,32,2,29,9,820,0
"3622",17,10,0,615,34,5,28,14,333,0
"3623",14,10,0,581,28,2,27,16,511,0
"3624",12,11,0,683,29,-1,30,8,997,0
"3625",18,10,0,572,33,6,27,12,320,0
"3626",12,11,0,635,28,-1,29,14,1044,0
"3627",15,9,0,596,29,3,26,11,95,0
"3628",12,11,0,641,29,0,29,14,1019,0
"3629",15,10,0,646,31,2,29,15,59,0
"3630",11,10,0,560,25,-1,26,12,1076,0
"3631",14,11,0,661,31,1,30,14,872,0
"3632",15,11,0,714,32,1,31,11,717,0
"3633",16,12,0,660,33,2,31,12,543,0
"3634",16,11,0,716,33,1,32,11,641,0
"3635",15,11,0,727,33,1,32,11,651,0
"3636",12,11,0,669,29,-1,30,8,1098,0
"3637",17,10,0,555,30,5,25,18,405,0
"3638",18,6,0,487,29,9,20,20,7,0
"3639",15,11,0,675,31,1,30,15,317,0
"3640",14,10,0,580,28,2,26,16,578,0
"3641",15,11,0,662,31,1,30,16,327,0
"3642",12,10,0,623,27,-1,28,17,716,0
"3643",10,10,0,551,25,-1,25,12,1028,0
"3644",16,11,0,708,33,1,31,11,749,0
"3645",14,11,0,692,31,0,30,10,786,0
"3646",8,10,0,568,21,-4,25,10,1328,0
"3647",10,9,0,596,24,-2,26,7,941,0
"3648",14,11,0,672,30,0,30,14,498,0
"3649",11,8,0,548,24,0,23,10,642,0
"3650",9,10,0,633,25,-3,28,11,1568,0
"3651",14,10,0,689,31,0,30,10,951,0
"3652",15,11,0,667,32,1,30,11,742,0
"3653",19,12,0,644,35,5,30,15,136,0
"3654",11,10,0,660,28,-2,30,5,1356,0
"3655",11,9,0,593,25,-1,26,8,871,0
"3656",15,11,0,646,31,1,30,8,1014,0
"3657",14,11,0,646,30,1,29,16,716,0
"3658",8,10,0,617,22,-6,28,8,1208,0
"3659",9,8,0,549,22,-1,24,6,941,0
"3660",12,11,0,633,28,-1,29,14,1017,0
"3661",15,11,0,722,32,1,31,10,726,0
"3662",16,11,0,593,31,3,28,17,466,0
"3663",12,11,0,630,28,-1,29,14,1017,0
"3664",16,11,0,723,33,1,32,11,631,0
"3665",15,9,0,596,28,3,26,11,163,0
"3666",11,9,0,577,25,0,26,12,1092,0
"3667",13,9,0,655,28,0,27,13,252,0
"3668",12,9,0,578,26,1,25,9,502,0
"3669",14,11,0,658,30,1,29,15,421,0
"3670",16,11,0,717,33,1,31,11,631,0
"3671",13,10,0,654,28,0,28,16,619,0
"3672",13,9,0,578,27,2,25,16,195,0
"3673",15,8,0,597,29,3,26,12,170,0
"3674",11,11,0,644,28,-1,29,13,1160,0
"3675",15,11,0,717,33,1,32,10,697,0
"3676",15,11,0,720,33,1,31,11,677,0
"3677",15,11,0,698,32,1,31,15,320,0
"3678",13,10,0,617,28,0,28,18,515,0
"3679",11,11,0,640,28,-1,29,13,1163,0
"3680",14,10,0,615,29,2,28,16,772,0
"3681",17,11,0,715,34,2,32,12,546,0
"3682",14,11,0,682,31,1,30,10,855,0
"3683",12,8,0,577,25,1,24,8,424,0
"3684",10,9,0,586,23,-2,26,12,1078,0
"3685",19,8,0,527,30,7,23,16,184,0
"3686",14,9,0,545,27,2,25,8,853,0
"3687",14,10,0,669,30,1,29,15,116,0
"3688",15,11,0,694,32,1,31,10,738,0
"3689",18,10,0,458,31,7,25,13,146,0
"3690",13,11,0,642,29,0,29,7,1265,0
"3691",12,7,0,572,25,2,23,13,1128,0
"3692",15,10,0,606,30,3,28,16,226,0
"3693",15,8,0,578,28,4,24,12,31,0
"3694",16,9,0,579,29,4,25,17,189,0
"3695",15,12,0,661,32,1,31,8,1002,0
"3696",11,10,0,578,24,-2,26,13,893,0
"3697",12,10,0,626,28,-1,28,17,708,0
"3698",15,11,0,688,32,1,31,11,693,0
"3699",10,10,0,634,24,-4,28,10,882,0
"3700",15,7,0,558,27,4,23,12,62,0
"3701",14,12,0,654,31,0,30,7,912,0
"3702",13,9,0,546,26,2,24,12,239,0
"3703",14,11,0,607,30,1,28,15,702,0
"3704",10,10,0,653,26,-2,28,6,1394,0
"3705",16,11,0,660,33,3,30,19,294,0
"3706",18,12,0,629,35,5,30,15,158,0
"3707",15,5,0,510,25,6,19,16,0,0
"3708",15,10,0,661,31,2,29,16,13,0
"3709",9,9,0,636,23,-5,27,9,987,0
"3710",15,11,0,719,32,1,31,10,733,0
"3711",15,12,0,634,31,1,30,8,755,0
"3712",15,11,0,618,31,1,30,8,775,0
"3713",18,11,0,621,33,4,30,14,330,0
"3714",13,11,0,651,28,-1,30,13,442,0
"3715",14,11,0,596,29,1,28,15,760,0
"3716",15,11,0,698,32,1,31,10,799,0
"3717",18,11,0,618,34,4,30,14,248,0
"3718",11,11,0,642,28,-1,29,13,1131,0
"3719",15,10,0,614,30,2,28,11,260,0
"3720",10,10,0,634,24,-3,28,12,1135,0
"3721",18,8,0,456,30,8,21,14,6,0
"3722",14,10,0,607,29,2,28,10,377,0
"3723",13,11,0,680,30,0,30,9,1040,0
"3724",16,11,0,606,31,2,28,16,735,0
"3725",12,11,0,641,29,-1,30,6,1167,0
"3726",14,11,0,692,30,0,30,9,861,0
"3727",13,10,0,604,27,1,27,14,554,0
"3728",15,11,0,718,33,1,32,10,695,0
"3729",19,11,0,641,35,6,30,15,65,0
"3730",16,4,0,482,25,8,18,17,42,0
"3731",12,10,0,670,28,-1,29,8,1123,0
"3732",13,7,0,570,26,2,23,14,385,0
"3733",12,11,0,661,28,-1,29,8,1068,0
"3734",15,10,0,632,30,2,28,15,383,0
"3735",9,8,0,582,23,-2,25,6,863,0
"3736",6,9,0,561,19,-5,24,8,1474,0
"3737",14,8,0,586,28,3,25,8,83,0
"3738",14,11,0,686,31,1,30,10,758,0
"3739",12,10,0,601,27,-1,27,13,696,0
"3740",12,8,0,553,25,1,24,6,638,0
"3741",18,5,0,360,27,11,16,15,9,0
"3742",10,11,0,633,26,-3,28,12,1408,0
"3743",13,11,0,668,30,0,30,9,1072,0
"3744",13,12,0,640,30,0,30,15,830,0
"3745",14,9,0,644,29,1,27,14,188,0
"3746",13,11,0,653,28,-1,30,13,487,0
"3747",12,11,0,636,29,-1,29,14,969,0
"3748",14,9,0,660,29,1,28,14,115,0
"3749",13,9,0,584,27,2,25,16,156,0
"3750",18,11,0,719,35,3,32,14,358,0
"3751",16,11,0,731,33,1,32,11,613,0
"3752",18,11,0,583,32,5,28,19,166,0
"3753",13,10,0,612,28,0,28,14,494,0
"3754",19,12,0,658,35,5,31,15,145,0
"3755",15,11,0,725,32,1,32,10,702,0
"3756",8,8,0,528,19,-3,22,2,1271,0
"3757",16,11,0,700,33,2,31,12,654,0
"3758",12,11,0,634,28,-1,29,14,1046,0
"3759",9,10,0,619,25,-3,28,11,1479,0
"3760",16,11,0,591,31,3,28,17,450,0
"3761",15,11,0,693,32,1,31,10,744,0
"3762",13,11,0,640,29,0,29,6,1045,0
"3763",19,11,0,596,34,5,29,12,138,0
"3764",18,8,0,545,29,7,23,19,71,0
"3765",18,10,0,671,34,4,30,14,305,0
"3766",19,11,0,678,35,4,31,15,154,0
"3767",12,10,0,576,26,0,26,8,797,0
"3768",10,10,0,589,25,-1,27,12,1170,0
"3769",17,9,0,565,29,5,24,18,171,0
"3770",11,10,0,584,25,-2,27,15,960,0
"3771",16,11,0,692,33,2,31,16,194,0
"3772",14,11,0,672,31,0,30,10,954,0
"3773",18,10,0,557,33,6,27,12,150,0
"3774",8,9,0,566,22,-3,25,5,1128,0
"3775",5,9,0,584,18,-7,25,7,1760,0
"3776",14,12,0,675,31,-1,31,7,983,0
"3777",15,10,0,630,31,3,28,18,455,0
"3778",15,9,0,563,29,3,26,9,751,0
"3779",15,11,0,717,33,1,32,11,645,0
"3780",14,10,0,583,28,2,27,16,357,0
"3781",15,11,0,665,32,2,30,18,386,0
"3782",16,10,0,651,32,2,29,12,701,0
"3783",13,11,0,685,30,0,30,9,873,0
"3784",13,9,0,564,26,2,24,12,253,0
"3785",13,11,0,629,29,1,28,16,731,0
"3786",13,9,0,566,26,2,24,13,207,0
"3787",15,8,0,603,29,4,25,16,2,0
"3788",11,8,0,580,25,0,24,8,529,0
"3789",11,10,0,652,27,-2,29,7,1273,0
"3790",12,10,0,576,27,0,26,9,645,0
"3791",18,10,0,647,34,5,29,14,328,0
"3792",6,9,0,601,19,-6,25,8,1647,0
"3793",11,8,0,571,24,0,24,8,516,0
"3794",19,6,0,467,29,10,19,17,27,0
"3795",13,10,0,654,28,-1,29,13,386,0
"3796",15,11,0,664,32,1,30,11,731,0
"3797",16,7,0,593,28,4,24,13,57,0
"3798",18,10,0,572,32,5,27,19,246,0
"3799",16,11,0,638,32,3,29,12,650,0
"3800",14,8,0,582,28,3,25,11,92,0
"3801",14,10,0,584,29,3,27,17,419,0
"3802",10,8,0,556,23,0,24,7,753,0
"3803",16,8,0,620,30,4,26,16,4,0
"3804",16,11,0,660,32,3,30,18,348,0
"3805",12,11,0,635,28,0,29,14,953,0
"3806",15,10,0,623,30,2,28,12,157,0
"3807",13,10,0,563,27,2,26,15,451,0
"3808",14,9,0,655,30,1,28,15,127,0
"3809",15,11,0,673,32,2,30,17,702,0
"3810",16,8,0,590,29,5,25,12,4,0
"3811",13,11,0,589,28,1,28,10,899,0
"3812",11,11,0,645,28,-2,30,5,1461,0
"3813",10,11,0,721,24,-6,30,6,878,0
"3814",15,9,0,593,28,3,25,12,159,0
"3815",14,11,0,691,30,-1,31,14,447,0
"3816",18,6,0,498,29,9,20,20,15,0
"3817",12,8,0,566,25,1,24,8,489,0
"3818",16,9,0,568,29,4,24,17,237,0
"3819",13,9,0,554,25,2,24,12,325,0
"3820",11,11,0,632,27,-2,28,13,1248,0
"3821",13,9,0,562,26,2,24,15,283,0
"3822",15,10,0,663,31,2,29,15,77,0
"3823",12,10,0,587,27,0,26,14,948,0
"3824",8,10,0,637,22,-5,27,10,1377,0
"3825",6,11,0,672,21,-9,30,7,1463,0
"3826",14,11,0,698,31,1,30,10,722,0
"3827",5,9,0,570,19,-6,25,2,1864,0
"3828",13,9,0,590,27,1,26,10,556,0
"3829",14,9,0,652,30,2,28,15,116,0
"3830",13,10,0,580,27,1,26,9,518,0
"3831",11,11,0,639,28,-1,29,13,1130,0
"3832",19,12,0,666,35,4,31,15,135,0
"3833",14,10,0,618,29,2,28,10,372,0
"3834",12,8,0,584,26,1,25,9,368,0
"3835",13,11,0,640,29,0,29,15,1015,0
"3836",12,11,0,633,28,-1,29,14,1054,0
"3837",13,11,0,693,30,0,30,9,903,0
"3838",13,9,0,582,26,1,26,10,426,0
"3839",14,11,0,628,30,1,29,15,738,0
"3840",15,11,0,701,32,1,31,11,820,0
"3841",12,11,0,634,28,-1,29,14,1081,0
"3842",17,11,0,631,33,4,29,18,384,0
"3843",19,11,0,664,35,5,30,15,196,0
"3844",18,12,0,704,35,3,32,14,296,0
"3845",13,8,0,569,26,2,24,7,408,0
"3846",13,10,0,621,29,1,28,15,812,0
"3847",15,11,0,669,31,2,30,15,342,0
"3848",13,8,0,629,27,1,26,13,402,0
"3849",16,11,0,680,33,2,30,12,606,0
"3850",12,11,0,663,29,-1,29,8,1027,0
"3851",14,10,0,617,30,1,28,15,759,0
"3852",15,11,0,678,31,0,31,7,833,0
"3853",13,9,0,503,25,2,22,8,241,0
"3854",14,9,0,571,27,2,25,19,420,0
"3855",15,9,0,594,29,3,26,16,253,0
"3856",9,9,0,625,23,-3,26,10,843,0
"3857",16,11,0,594,31,2,28,17,581,0
"3858",11,11,0,635,28,-1,29,13,1138,0
"3859",12,10,0,533,26,1,25,6,607,0
"3860",17,6,0,521,27,7,20,18,40,0
"3861",11,11,0,640,28,-2,29,5,1314,0
"3862",13,11,0,681,29,-1,30,8,1027,0
"3863",15,11,0,700,32,1,31,11,851,0
"3864",5,10,0,635,19,-9,28,1,1662,0
"3865",13,10,0,586,26,0,26,15,522,0
"3866",17,7,0,465,28,7,21,12,447,0
"3867",15,11,0,733,33,1,32,11,650,0
"3868",13,11,0,626,30,1,29,10,888,0
"3869",15,11,0,691,32,2,31,16,311,0
"3870",19,11,0,595,35,6,29,16,19,0
"3871",14,8,0,588,28,3,25,8,91,0
"3872",17,8,0,536,28,6,22,18,188,0
"3873",14,11,0,652,31,0,30,7,1010,0
"3874",11,8,0,562,24,0,24,5,725,0
"3875",18,10,0,554,32,6,27,12,272,0
"3876",12,11,0,597,28,0,28,9,1043,0
"3877",9,8,0,508,21,-1,23,4,1025,0
"3878",15,11,0,698,32,1,31,11,812,0
"3879",14,11,0,657,31,1,29,15,440,0
"3880",18,6,0,397,27,10,18,14,35,0
"3881",14,10,0,696,31,1,30,10,846,0
"3882",12,10,0,633,27,-1,28,12,602,0
"3883",14,11,0,638,31,1,30,15,843,0
"3884",6,9,0,564,18,-6,24,4,1580,0
"3885",12,11,0,644,29,0,29,8,956,0
"3886",14,11,0,690,31,1,30,10,929,0
"3887",18,11,0,581,34,6,29,15,75,0
"3888",9,11,0,631,24,-4,29,11,1302,0
"3889",13,9,0,550,25,1,24,12,311,0
"3890",16,7,0,484,28,6,22,11,687,0
"3891",14,11,0,685,31,1,30,10,799,0
"3892",15,9,0,665,30,2,29,15,41,0
"3893",12,11,0,641,29,-1,29,14,1026,0
"3894",7,9,0,581,21,-5,26,4,1675,0
"3895",13,11,0,633,29,0,29,15,970,0
"3896",9,10,0,638,25,-3,28,5,1533,0
"3897",15,10,0,640,31,2,29,15,824,0
"3898",16,10,0,707,33,2,31,12,629,0
"3899",15,10,0,642,31,2,29,16,725,0
"3900",13,10,0,585,26,0,26,15,546,0
"3901",16,12,0,656,32,2,30,9,767,0
"3902",15,11,0,706,32,1,32,16,255,0
"3903",15,11,0,611,30,2,28,15,735,0
"3904",7,10,0,646,22,-6,27,4,1498,0
"3905",8,9,0,633,22,-5,27,9,1035,0
"3906",15,11,0,694,32,1,31,11,774,0
"3907",16,12,0,705,33,1,32,16,196,0
"3908",15,11,0,723,32,1,32,10,657,0
"3909",4,10,0,684,19,-11,30,5,1750,0
"3910",0,9,0,696,15,-14,29,2,2313,0
"3911",14,11,0,653,29,0,29,14,321,0
"3912",19,9,0,512,32,7,25,13,1,0
"3913",16,11,0,675,33,2,30,12,503,0
"3914",14,10,0,624,30,2,28,16,667,0
"3915",14,10,0,569,28,2,26,14,790,0
"3916",14,10,0,628,30,2,28,17,451,0
"3917",14,12,0,653,30,0,30,7,1024,0
"3918",14,7,0,564,26,3,23,11,439,0
"3919",11,10,0,611,26,-1,27,7,903,0
"3920",15,9,0,597,29,3,26,12,34,0
"3921",13,11,0,653,30,1,30,16,808,0
"3922",9,10,0,643,25,-3,28,5,1523,0
"3923",15,4,0,476,24,7,17,13,248,0
"3924",18,10,0,535,32,7,26,12,99,0
"3925",15,11,0,693,32,1,31,10,735,0
"3926",9,8,0,559,22,-1,24,6,902,0
"3927",7,9,0,550,21,-4,24,4,1272,0
"3928",13,11,0,641,29,1,29,14,524,0
"3929",14,9,0,574,27,2,24,16,162,0
"3930",10,9,0,631,24,-2,27,11,776,0
"3931",17,10,0,577,31,4,27,18,316,0
"3932",14,11,0,707,31,0,31,9,897,0
"3933",19,11,0,559,34,6,28,15,25,0
"3934",18,11,0,572,34,6,28,15,148,0
"3935",12,9,0,555,25,1,24,13,1011,0
"3936",15,11,0,719,33,1,31,11,581,0
"3937",12,11,0,638,28,-1,29,14,1087,0
"3938",11,10,0,597,25,-2,27,13,884,0
"3939",15,11,0,686,32,1,30,10,697,0
"3940",19,9,0,492,32,7,24,13,3,0
"3941",12,10,0,613,27,0,27,14,1020,0
"3942",15,10,0,622,30,2,28,15,440,0
"3943",18,12,0,570,33,5,27,19,60,0
"3944",17,7,0,519,28,7,21,18,297,0
"3945",15,11,0,737,33,1,32,11,659,0
"3946",16,12,0,539,31,3,28,10,758,0
"3947",14,11,0,669,31,0,30,10,889,0
"3948",11,9,0,555,24,0,24,12,1184,0
"3949",15,11,0,608,30,1,29,15,815,0
"3950",15,7,0,537,26,4,22,16,290,0
"3951",13,12,0,638,30,0,29,15,829,0
"3952",16,5,0,506,25,7,19,17,134,0
"3953",12,11,0,632,28,-1,29,14,1097,0
"3954",13,9,0,556,26,1,25,13,895,0
"3955",18,11,0,562,34,6,28,15,84,0
"3956",15,10,0,657,30,2,28,15,115,0
"3957",19,11,0,553,34,6,28,13,42,0
"3958",16,10,0,559,30,3,27,10,514,0
"3959",14,11,0,650,31,2,29,17,566,0
"3960",15,11,0,688,32,2,30,16,328,0
"3961",16,10,0,581,29,3,26,16,351,0
"3962",17,4,0,501,27,8,18,19,-3,0
"3963",15,11,0,641,31,2,29,18,374,0
"3964",12,8,0,590,25,1,25,8,345,0
"3965",15,11,0,702,32,1,31,11,820,0
"3966",13,11,0,646,30,0,30,9,917,0
"3967",14,11,0,645,30,1,30,10,927,0
"3968",14,10,0,572,28,1,26,8,901,0
"3969",13,11,0,642,30,0,29,15,815,0
"3970",11,9,0,580,25,0,26,8,647,0
"3971",13,11,0,613,29,1,28,10,925,0
"3972",14,10,0,624,29,1,28,14,467,0
"3973",16,11,0,659,32,3,29,19,301,0
"3974",13,9,0,657,27,0,27,13,212,0
"3975",18,11,0,630,34,4,30,15,202,0
"3976",14,11,0,711,32,1,31,10,773,0
"3977",13,8,0,574,26,2,24,7,218,0
"3978",10,10,0,620,24,-3,27,6,911,0
